order_id,product_id,add_to_cart_order,reordered,product_name,aisle_id,department_id
3834,27413,4,0,100% Mighty Mango Juice Smoothie,31,7
3834,22159,5,0,Red Machine Juice Smoothie,31,7
3834,21497,6,0,White Sandwich Bread,112,3
3834,12341,7,0,Hass Avocados,32,4
3927,10960,1,0,Nutritional Yeast Seasoning,104,13
3927,48328,2,0,Nutritional Yeast Flakes,17,13
3927,2078,3,1,Unsalted Pure Irish Butter,36,16
3927,10948,4,0,Organic Brown Rice Flour Gluten Free,100,21
3927,31553,5,1,Fresh Ginger Root,83,4
3927,5876,6,1,Organic Lemon,24,4
3927,28842,7,1,Bunched Cilantro,16,4
3927,20114,8,1,Jalapeno Peppers,83,4
3927,18159,9,1,Organic Biologique Limes,123,4
3927,19820,10,1,Grassmilk 2% Reduced Fat Milk,84,16
3927,13083,11,1,Lowfat Small Curd Cottage Cheese,108,16
3927,39984,12,1,Organic Dill,16,4
3927,21903,13,1,Organic Baby Spinach,123,4
3927,40706,14,1,Organic Grape Tomatoes,123,4
3927,38439,15,1,Mara Natha Organic Peanut Butter Creamy,88,13
3927,35547,16,1,Organic Baby Kale,83,4
3927,22963,17,1,Organic Roasted Turkey Breast,96,20
3927,22672,18,1,Pasta Zero Spaghetti Shirataki Noodles,14,20
3927,2626,19,0,Roasted Walnut Pecan Caramel Marshmallows,45,19
3927,18531,20,1,Organic Heavy Whipping Cream,53,16
3927,29274,21,0,Mung Bean Sprouts,123,4
3927,4506,22,0,"Rick Sticks, Vermicelli",66,6
3927,44359,23,1,Organic Small Bunch Celery,83,4
3927,11136,24,1,Organic Low Sodium Chicken Cooking Stock,69,15
3927,48017,25,0,Organic Hoisin Sauce,5,13
3927,8174,26,1,Organic Navel Orange,24,4
3927,43789,27,1,Organic Basil,16,4
3989,3896,1,1,Organic Honey Sweet Whole Wheat Bread,112,3
3989,5547,2,1,Roasted Sesame Seaweed Snacks,66,6
3989,2452,3,1,Naturals Chicken Nuggets,129,1
3989,12341,4,1,Hass Avocados,32,4
3989,26521,5,1,Organic Grass-Fed Classic Mild Cheddar Macaroni & Cheese,4,9
3989,30599,6,1,Homemade Vodka Sauce,9,9
3989,33402,7,1,Core Original Grain Free Dry Dog Food,40,8
4163,38318,1,1,Original Flavor Instant Oatmeal,130,14
4163,28599,2,1,Flavor Variety Instant Oatmeal,130,14
4163,20320,3,0,Lactose and Fat Free Milk,84,16
4163,432,4,1,Vanilla Almond Breeze Almond Milk,91,16
4163,41008,5,1,Original Moisture Body Lotion,127,11
4307,25557,1,0,Black Tie Frosted Cupcake,8,3
4515,20598,1,1,Thousand Island Salad Snax,50,19
4515,43400,2,1,Raspberry Vinaigrette Salad Snax,50,19
4515,35140,3,0,Organic Whole Cashews,117,19
4515,38847,4,0,Organic Whole Kernel Unrefined Coconut Oil,19,13
4548,43692,1,0,Shredded Mozzarella Cheese,21,16
4548,27845,2,1,Organic Whole Milk,84,16
4548,36011,3,1,Organic Fat Free Milk,84,16
4548,24852,4,1,Banana,24,4
4558,23554,1,0,Organic Vanilla Bean Ice Cream,37,1
4558,20052,2,0,Organic Cinnamon Sticks,104,13
4572,45154,1,1,Pure & Smooth Green Tea,94,7
4572,36107,2,1,smartwater® Electrolyte Enhanced Water,115,7
4572,9175,3,1,Diet Coke Caffeine Free Soda,77,7
4572,44585,4,1,Anti Viral Upright Facial Tissue,54,17
4572,1940,5,0,Organic 2% Reduced Fat Milk,84,16
4595,31829,1,0,Creme De Menthe Thins,45,19
4595,32226,2,0,Milk Chocolate English Toffee Miniatures Candy Bars,45,19
4595,8143,3,1,Baker's Pure Cane Ultrafine Sugar,17,13
4595,20738,4,0,Plain Bagels,93,3
4595,8832,5,0,Cinnamon Bread,112,3
4721,34197,1,1,Goat Milk,84,16
4721,27695,2,1,Natural Chicken & Sage Breakfast Sausage,106,12
4721,13176,3,1,Bag of Organic Bananas,24,4
4721,20738,4,1,Plain Bagels,93,3
4721,12099,5,1,Honey Greek Yogurt,120,16
4721,18465,6,1,Organic Grade A Free Range Large Brown Eggs,86,16
4721,42265,7,1,Organic Baby Carrots,123,4
4721,11068,8,1,Medium Cheddar Cheese Block,21,16
4721,6489,9,1,Backyard Barbeque Potato Chips,107,19
4721,29798,10,1,Organic Lasagna with Meat Sauce,38,1
4721,41375,11,1,Organic Atage 3 Nibbly Fingers Mangoes Carrots,92,18
4721,27845,12,1,Organic Whole Milk,84,16
4721,13801,13,1,Free & Clear Overnight Diapers Size 5,56,18
4721,21137,14,1,Organic Strawberries,24,4
4721,26298,15,1,Thin Crust Margherita Pizza with Fresh Mozzarella & Basil,79,1
4721,10017,16,0,Tilapia Filet,39,12
4721,7559,17,0,Cinnamon Rolls with Icing,105,13
4721,33043,18,0,Crescent Rolls,105,13
4721,22935,19,0,Organic Yellow Onion,83,4
4721,34969,20,0,Red Vine Tomato,83,4
4721,35951,21,0,Organic Unsweetened Almond Milk,91,16
4758,3298,1,1,Mozzarella String Cheese,21,16
4758,38996,2,1,Grape Tomatoes,83,4
4758,34234,3,1,Grade AA Large White Eggs,86,16
4758,45066,4,1,Honeycrisp Apple,24,4
4758,30726,5,1,Organic Assam Black Tea,94,7
4758,45761,6,1,Turkey Breast Thin Sliced Honey Roasted Deli Select,96,20
4758,18110,7,1,Rice Crackers Sesame,78,19
4758,24372,8,1,Organic Free Range Chicken with White & Wild Rice Soup,69,15
4758,41557,9,1,Original Deli Style Pretzel Crackers,107,19
4758,26040,10,1,"Deli Fresh Honey Ham, 97% Fat Free, Gluten Free",96,20
4758,6348,11,1,Mini Original Babybel Cheese,21,16
4758,19348,12,1,Fat Free Milk,84,16
4758,28307,13,1,Soft Taco Whole Wheat Tortillas,128,3
4758,29307,14,1,Baby Arugula,123,4
4758,41509,15,1,Whole Grain CountryWild Rice,63,9
4758,6493,16,1,Thai Jasmine Rice,63,9
4758,26188,17,0,Scrubbing Bubbles Lemon Power All Purpose Disinfectant Cleaner,114,17
4758,15872,18,0,Celery Hearts,83,4
4766,29529,1,1,Lemon-Lime Soda,77,7
4766,32271,2,1,Original Applesauce,99,15
4766,13544,3,1,3 Color Deli Coleslaw,123,4
4766,8214,4,1,Easy Mac Original Flavor Macaroni & Cheese Dinner,4,9
4766,40142,5,1,Zebra Cakes,61,19
4766,15097,6,1,Light Mayonnaise,72,13
4766,21568,7,1,American Cheese Singles,21,16
4766,11432,8,1,Chopped Kale,123,4
4766,28632,9,1,Premium Sweet Petites Carrots,123,4
4766,12508,10,1,Red Bell Pepper,83,4
4766,10193,11,1,Shredded Carrots,123,4
4766,11773,12,1,Classic Roast Medium Ground Coffee,26,7
4814,40092,1,1,Sea Salt Kettle Chips,107,19
4814,40824,2,1,Vegan Sour Cream & Onion Kettle Chips,107,19
4814,25551,3,1,Big Sur Breakfast Burrito,52,1
4814,40146,4,1,Almond Milk Hazelnut Creamer,91,16
4814,432,5,1,Vanilla Almond Breeze Almond Milk,91,16
4814,4357,6,1,Organic Chocolate Almondmilk Pudding,71,16
4814,26756,7,1,Light CocoWhip! Coconut Whipped Topping,6,2
4814,33647,8,1,Blue Chips Corn Tortilla Chips,107,19
4814,25197,9,1,Iced Oatmeal Cookie Kid Z Bar,3,19
4814,16254,10,1,ZBar Organic Chocolate Brownie Energy Snack,3,19
4814,49667,11,1,Enchilada with Spanish Rice & Beans Meal,38,1
4814,34276,12,1,Pecan Caramel Almond Creamer,91,16
4814,40587,13,1,Light & Lean Sweet & Sour Asian Noodle Pasta,38,1
4814,39625,14,1,Soy Whip Whipped Topping,53,16
4814,6860,15,1,Organic Balsamic Vinaigrette,89,13
4814,14074,16,1,"Cheese Alternative, American Style, Slices",21,16
4814,36695,17,1,Organic Hothouse Cucumbers,83,4
4814,28289,18,0,Organic Shredded Carrots,123,4
4814,36510,19,1,Lightly Breaded Turk'y Cutlets,42,1
4814,39225,20,1,Golden Fishless Filet,42,1
4814,1542,21,1,Mini Crispy Crabless Cakes,34,1
4814,30909,22,1,Telera Rolls,43,3
4814,43789,23,1,Organic Basil,16,4
4814,21295,24,1,Organic Spaghetti Squash,83,4
4814,24830,25,0,Organic Romaine,123,4
4814,21449,26,0,Teriyaki Chick'n Strips,42,1
4814,3952,27,1,Organic Broccoli Crowns,83,4
4814,22935,28,1,Organic Yellow Onion,83,4
4814,24964,29,1,Organic Garlic,83,4
4814,46979,30,1,Asparagus,83,4
4814,47008,31,1,Sliced Water Chestnuts,66,6
4814,37825,32,0,Organic Whole Wheat Fusilli,131,9
4864,30776,1,0,Organic Raw Kombucha Gingerade,31,7
4864,17158,2,0,Classic Cosmic Cranberry Kombucha,27,5
4864,45603,3,0,Trilogy Kombucha Drink,31,7
4864,48559,4,1,Synergy Organic Kombucha Gingerberry,31,7
4864,20738,5,1,Plain Bagels,93,3
4864,44613,6,0,"Ice Cream, Organic, Land of Milk and Honey",37,1
4864,211,7,1,Gluten Free Organic Cereal Coconut Maple Vanilla,130,14
4864,12950,8,1,Gluten Free Organic Oat Based Cereal,130,14
4864,46561,9,0,Organic Superfood Oat Based Espresso Maca Mulberry Cereal,130,14
4864,28601,10,0,Collard Greens,83,4
4864,19542,11,0,Organic Green Superfood Chocolate Chip Coconut Bar,3,19
4864,5433,12,0,Superfood Bar Maca Maple Organic,3,19
4864,39276,13,1,Bananas,24,4
4890,24852,1,1,Banana,24,4
4890,47626,2,1,Large Lemon,24,4
4890,4957,3,1,Total 2% Lowfat Greek Strained Yogurt With Blueberry,120,16
4890,33754,4,1,Total 2% with Strawberry Lowfat Greek Strained Yogurt,120,16
4890,46676,5,1,Total 0% Nonfat Greek Yogurt,120,16
4890,22124,6,1,Total 0% Raspberry Yogurt,120,16
4890,24838,7,1,Unsweetened Almondmilk,91,16
5010,23147,1,1,Gut Shot Classic,110,13
5010,34040,2,1,Organic Gut Shot Ginger Beet Probiotic Drink,81,15
5010,17272,3,1,Gut Shot Garlic Dill Pickle,110,13
5146,27985,1,1,Smartwater Electrolyte Enhanced Water,115,7
5146,10032,2,1,Cola Soft Drink,77,7
5146,44292,3,0,Premium Unsweetened Iced Tea,94,7
5150,4656,1,0,Raspberry Preserves,88,13
5150,42736,2,0,Unsalted Butter,36,16
5150,33845,3,0,Organic YoBaby Vanilla Yogurt,120,16
5150,19678,4,0,Organic Russet Potato,83,4
5150,35108,5,0,Salted Butter,36,16
5150,21137,6,0,Organic Strawberries,24,4
5150,43122,7,0,Organic Bartlett Pear,24,4
5150,11782,8,0,Bing Cherries,24,4
5150,23541,9,0,Veri Veri Teriyaki Marinade & Sauce,5,13
5150,39928,10,0,Organic Kiwi,24,4
5150,24964,11,0,Organic Garlic,83,4
5150,19558,12,0,Raw Honey,29,13
5150,22035,13,0,Organic Whole String Cheese,21,16
5150,33043,14,0,Crescent Rolls,105,13
5228,30233,1,1,Organic Large Brown Grade AA Cage Free Eggs,86,16
5228,29265,2,1,Traditional Lavash Flatbread,128,3
5228,33572,3,1,Lactose Free 2% Reduced Fat Milk,91,16
5228,34050,4,1,Orange Juice,31,7
5228,9018,5,1,All Natural Virgin Lemonade,31,7
5228,12341,6,1,Hass Avocados,32,4
5228,27966,7,1,Organic Raspberries,123,4
5228,21137,8,1,Organic Strawberries,24,4
5228,26283,9,0,White Corn,83,4
5228,5933,10,0,Wild Caught Frozen Sockeye Salmon Fillet,39,12
